GeneName	NV_controlLung86	NV_controlLung87	NV_controlLung88	NV_controlLung89	NV_fer1Lung2	NV_fer1Lung3	NV_fer1Lung4	NV_fer1Lung10	NV_vehLung1	NV_vehLung2	NV_vehLung3	NV_vehLung4
Medag	643	507	485	525	281	700	839	2074	1677	1014	392	831
Alox5ap	995	1104	892	1002	613	1560	1735	5073	1320	1051	859	1186
Uspl1	750	722	699	616	402	783	854	2302	990	780	401	740
Gusb	800	842	770	736	659	1391	1758	4638	1318	1196	1045	1269
Nupr2	73	47	40	61	24	44	58	162	55	49	24	34
Zbed5	74	88	50	50	22	64	63	215	89	107	39	51
Phkg1	27	4	8	16	1	8	22	43	14	39	16	6
Ubl3	3768	3793	3434	3302	2064	3209	5302	13872	4194	3301	2084	3292
Sumf2	293	350	268	344	205	416	602	1558	536	521	325	464
Cct6a	2286	2316	2025	1867	1466	2943	3346	8496	3157	3156	1620	2783
Slc7a1	389	404	405	318	453	636	793	1980	981	947	489	692
Psph	172	170	133	185	108	194	263	697	210	216	106	212
Mrps17	9	3	5	5	7	7	8	14	8	21	2	9
Sfswap	784	677	637	657	438	651	895	2689	1026	860	499	690
Piwil1	0	0	0	0	0	0	0	0	0	0	0	0
Stx2	504	521	472	556	303	763	839	2623	686	702	366	746
Slc46a3	173	168	168	160	119	242	286	776	158	257	190	184
Ran	2141	2213	2003	2136	1617	3342	3957	10764	3947	3649	2051	3953
Flt1	5182	5222	5023	4672	2960	3681	5043	11589	3739	4196	1941	3349
Pan3	1666	1559	1631	1515	998	1913	2403	6201	1998	1650	1079	1614
Gsx1	0	0	0	0	0	0	0	3	0	0	0	0
Polr1d	1356	1095	1061	1063	708	1517	1717	4419	1730	1473	912	1329
Lnx2	636	584	547	566	391	617	897	2631	753	765	473	543
Rasl11a	175	107	129	145	58	156	143	339	137	118	78	174
Rpl21	6908	6201	5637	5765	3752	8830	8468	24048	8236	7755	4334	6723
AABR07055943.1	31	33	34	9	19	47	55	97	22	17	18	11
Glt1d1	2	6	2	4	5	5	12	26	3	4	6	9
Slc15a4	575	632	588	576	359	724	912	2237	668	671	484	640
Tmem132c	260	259	256	178	296	627	739	1503	521	483	424	598
Frg1l1	33	109	107	90	64	124	131	11	67	57	67	132
Aacs	548	606	613	664	447	777	1148	2313	789	855	520	795
Rnf6	1291	1306	1189	1188	771	1383	1708	5203	1479	1507	814	1182
Cyp3a18	1	0	0	1	1	0	0	3	0	2	2	1
Tex45	0	0	0	1	0	0	0	0	0	2	0	0
Zfp358	489	483	445	482	234	315	491	1396	478	385	227	381
Mcoln1	1	1	1	2	0	1	4	4	4	3	6	5
Pnpla6	670	592	627	707	436	737	1144	2867	857	885	534	689
AABR07035374.1	0	0	0	0	0	0	0	0	0	0	0	0
Scarb1	1625	1785	1081	1303	618	1425	1910	5058	1374	1466	1170	1387
Zfp394	453	441	374	409	202	360	483	1324	400	361	219	361
Cpsf4	642	589	549	615	421	625	914	2382	733	688	436	739
Camsap3	437	368	389	346	184	198	289	1239	505	386	239	267
Ptcd1	390	450	417	394	231	527	536	1539	543	519	293	483
Xab2	961	911	939	894	514	1035	1217	3413	1177	1052	667	1064
Bud31	1050	945	819	877	592	1306	1359	3771	1382	1161	679	1269
Pdap1	1388	1535	1294	1345	902	1730	2231	5893	2142	1757	1126	1804
Arpc1b	6139	6110	5907	5581	4309	8914	11450	26995	9312	8731	5999	8845
Pcp2	0	2	0	0	0	0	0	0	0	0	0	0
Stxbp2	1205	1258	1106	1167	844	1727	2010	5439	1665	1550	1385	1362
Arpc1a	2579	2711	2467	2677	1704	3163	4170	10998	3712	3016	1840	3148
Smurf1	1769	1396	1596	1385	1024	1715	2162	5426	1950	1787	1024	1598
Retn	5	2	0	11	1	4	9	2	40	25	50	3
Trappc5	831	781	787	710	540	903	1077	3249	1083	903	545	984
Ncor2	2598	2805	2704	2788	1676	2616	3955	10226	3632	3112	2011	2880
Fcer2	117	161	92	156	53	352	211	538	109	216	100	129
Nptx2	0	0	0	2	3	2	3	11	1	2	3	3
Baiap2l1	776	898	695	805	434	806	959	3112	1110	840	464	677
Bri3	875	911	839	988	490	1167	1479	4122	1354	959	668	1042
Tecpr1	1715	1823	1733	1919	985	1913	2817	6619	2107	1741	1496	1847
Cd209	14	3	0	1	3	10	6	5	2	16	1	16
Cd209f	0	0	0	0	0	1	0	7	0	1	2	0
Tsc22d1	12322	8884	6659	6024	5579	8866	11749	30413	13252	11178	5541	7992
Ocm	3	2	3	0	1	2	11	11	3	4	2	2
Ccz1b	1126	1078	942	930	662	1474	1674	4319	1541	1455	858	1216
Nufip1	359	247	259	241	174	400	445	1233	478	404	236	407
Evi5l	606	661	546	560	392	669	920	2316	864	744	433	654
Gtf2h3	245	239	272	235	151	313	408	997	332	324	186	289
Rsph10b	445	494	398	434	392	647	456	2379	581	1429	470	424
Gpalpp1	505	523	474	411	273	664	718	1951	720	613	369	483
Eif2b1	632	570	514	524	318	681	814	2243	855	714	340	755
Pms2	408	380	398	425	296	555	571	1762	603	624	372	473
Ddx55	418	419	402	361	204	425	522	1371	441	447	266	414
Aimp2	385	376	298	395	243	519	612	1624	482	480	281	495
Map2k7	970	978	984	952	532	1128	1377	3766	1169	1115	656	1075
Ankrd61	2	0	0	0	1	0	5	4	4	1	1	3
Tpt1	34019	28892	28795	27740	19202	44808	47565	124314	42488	37366	23307	33783
Eif2ak1	1440	1477	1253	1389	905	1684	2027	5641	1924	1592	991	1392
Slc25a30	713	584	646	579	365	679	739	2354	688	657	443	675
Tmed2	5014	5554	4988	5007	3427	6757	8302	23163	7402	6630	3949	6295
Rilpl1	1017	1230	1090	1247	908	932	1545	4367	1333	1201	787	1185
Snapc2	210	183	192	212	110	225	254	805	338	250	172	236
Timm44	654	593	596	557	405	851	955	2694	990	867	468	777
Usp42	596	510	446	458	257	550	607	1749	562	605	288	438
Snrnp35	493	487	465	491	250	651	675	2075	652	631	288	541
Rilpl2	739	811	683	782	423	986	1273	3132	980	843	600	968
Sbno1	1473	1584	1512	1385	1067	2042	2507	6429	1730	2091	1280	1530
Cyth3	6076	5726	5716	4935	2713	4347	5786	14500	4633	3743	2396	3470
Itih2	0	1	1	0	0	0	0	0	0	0	0	0
Rac1	3649	3618	3683	3441	2441	4638	5857	14884	4478	4192	2729	4011
Elavl1	517	474	394	416	302	551	650	1778	620	617	385	456
Cdk2ap1	1600	1446	1200	1338	972	1944	2309	6126	2537	2074	1073	2159
AABR07035091.1	17	15	6	21	10	16	12	65	20	17	12	18
Cers4	549	565	635	602	343	573	675	1975	350	523	299	372
Mtrfr	211	231	239	215	185	367	383	1098	300	249	160	269
Mphosph9	182	151	144	148	119	277	344	967	189	249	182	221
Daglb	763	866	732	829	499	982	1214	3090	967	818	544	824
Arl6ip4	519	537	503	479	374	674	858	2271	862	737	456	706
Ogfod2	143	154	145	159	92	163	168	661	215	226	116	222
Abcb9	52	50	56	58	37	71	127	282	103	76	58	88
Kdelr2	1618	1590	1357	1532	898	1937	2414	6368	2358	1864	1035	1924
Vps37b	573	580	549	508	345	543	806	2068	768	572	389	733
Rfc3	202	164	147	155	160	346	313	931	356	279	223	268
Stard13	2114	2228	2308	2150	1263	1999	2448	7013	2643	1865	1170	1835
Hip1r	1098	1125	1161	1167	609	1104	1448	3835	1384	1160	717	1070
Kl	831	632	737	444	400	407	603	1137	772	607	327	337
Zfp316	145	156	135	130	73	157	175	420	139	140	79	124
Pds5b	1525	1715	1596	1412	946	1680	2174	5788	1622	1603	978	1352
Rbak	263	235	231	257	98	270	262	775	265	228	158	245
Rnf216	1105	1135	1050	1108	634	1205	1474	4317	1108	1053	682	1066
Sdk1	315	257	224	192	286	448	648	1479	448	526	265	428
Foxk1	263	227	231	197	176	199	291	782	239	264	164	185
Denr	605	610	502	579	362	795	852	2370	908	819	432	769
N4bp2l2	1236	1118	1131	1069	616	1277	1473	3897	1345	1227	723	1010
Brca2	133	123	106	97	142	295	330	870	305	292	184	222
Mmd2	0	1	0	1	0	0	0	0	0	2	0	0
Wipi2	435	427	429	376	329	496	588	1773	534	520	324	520
Slc29a4	6	8	12	7	19	13	16	99	18	16	19	24
Fbxl18	31	39	28	31	34	48	62	148	47	57	28	35
Med13l	2866	2874	2809	2317	2069	2562	3248	8648	3040	3322	1760	2112
Spring1	239	243	245	219	176	260	331	1181	425	364	176	281
Rnft2	23	21	24	25	21	29	46	119	28	57	42	32
Fbxw8	939	989	858	920	660	1146	1339	3682	1393	1080	693	1122
Tesc	91	134	154	191	18	67	84	588	112	43	8	93
Fbxo21	594	574	542	586	329	544	774	2194	625	591	350	499
Nos1	6	4	1	4	7	13	3	35	16	23	11	16
Rfc5	242	255	211	244	172	397	404	1421	367	353	275	401
Wsb2	1737	1810	1947	1836	1399	2532	3031	8577	2974	2535	1367	2622
Pebp1	2046	1916	1616	1943	1184	2047	2590	8298	2545	2858	1526	2368
Taok3	711	917	816	742	555	1022	1309	3197	727	973	701	681
Suds3	1600	1730	1521	1754	1061	1761	2447	6985	2065	1798	1163	1677
Srrm4	3	6	2	2	2	1	3	25	6	6	0	1
Prkab1	1407	1262	1304	1334	715	1691	2162	5457	1979	1631	1047	1552
Cit	37	50	55	20	118	193	214	840	175	235	115	155
Rplp0	18880	19040	17397	18875	12010	26479	30380	85355	25555	24519	16111	24864
Pxn	4565	4008	3760	3452	2682	4056	4772	13040	4779	4760	2586	3806
Sirt4	104	66	91	76	47	86	142	323	120	80	45	85
Glp1r	2650	2365	2673	2769	919	2037	3090	3513	2629	1389	844	949
Pla2g1b	2055	1906	2085	2209	474	1567	1648	7597	2558	959	1130	1311
Msi1	53	24	42	46	25	45	49	169	70	56	57	41
Umodl1	2	3	4	3	3	21	23	54	23	7	10	17
Abcg1	4645	5446	5136	4581	4044	7655	9927	28228	7970	6130	7470	5208
Tff3	1	1	6	1	8	4	7	3	3	3	4	3
NEWGENE_1586233	676	687	641	654	442	785	976	2605	853	777	467	687
Tff2	0	0	0	0	0	0	0	0	0	0	0	0
Srsf9	768	762	704	734	493	835	1008	2963	1026	824	561	809
Tff1	0	2	0	3	0	0	0	1	0	0	0	0
Tmprss3	15	10	12	13	1	6	12	53	11	11	10	11
Ubash3a	53	60	84	48	44	85	140	177	68	124	34	60
Slc37a1	523	557	549	623	323	544	812	1971	582	574	369	425
Cox6a1	3265	2999	2784	2708	1823	3502	4445	11627	4331	3485	2132	3686
Coq5	245	242	233	276	163	299	389	1186	420	376	212	332
Rnf10	4250	4462	4147	4314	2914	4971	6888	16781	5647	4941	2964	5226
Cabp1	31	9	23	19	67	98	89	237	103	77	55	72
Pde9a	701	590	578	606	343	573	815	1859	783	551	303	485
Acads	602	532	486	497	365	690	854	2254	736	679	480	631
Sppl3	1412	1465	1349	1399	826	1630	2041	5613	1534	1281	989	1341
Wdr4	165	145	152	142	98	149	199	520	284	247	110	229
Ndufv3	1153	1201	1121	1314	784	1376	1738	5244	1466	1325	868	1179
Hnf1a	18	6	10	4	5	12	9	39	19	5	8	6
Pknox1	538	472	625	521	334	582	706	2015	632	543	379	475
RGD1311899	759	713	587	667	384	739	964	2622	883	844	457	760
Oasl	176	140	187	150	113	258	219	471	334	131	105	218
Sik1	1620	1042	1049	862	729	817	2034	3789	2027	1139	493	743
Git2	2772	2365	2210	2542	1496	2967	3547	9118	3084	2590	1666	2464
Tchp	423	422	370	396	287	560	703	2139	562	666	317	541
Gltp	1236	1201	1083	1167	813	1408	2051	4753	1717	1649	809	1502
Hsf2bp	7	4	16	8	10	16	12	45	10	6	17	7
Rrp1b	468	467	506	419	339	545	623	1978	689	669	379	572
Trpv4	205	157	188	253	133	252	348	733	230	330	193	237
Fam222a	108	78	64	99	33	37	70	185	43	34	16	67
Pop5	280	351	296	363	181	321	504	1243	355	339	268	356
Cstb	1933	2056	1782	1659	1412	3136	4072	9442	2899	2904	2450	2772
Rrp1	673	719	680	586	384	735	909	2410	937	807	474	885
Ankrd13a	4623	4774	4096	4198	3002	4863	6502	15860	4968	5013	3301	4358
Agpat3	1067	1175	1045	1132	748	1481	1746	4795	1593	1382	918	1237
Pwp2	618	637	608	596	365	768	779	2148	913	903	452	849
Gatd3a	1276	1168	1174	1235	741	1322	1646	4866	1684	1363	984	1379
Dnmt3l	37	33	42	16	24	52	65	140	65	82	22	34
Aire	0	0	0	0	0	0	0	0	1	2	0	0
Pfkl	1512	1565	1309	1322	973	1491	2087	5960	1920	2130	1176	1774
Cfap410	246	263	223	291	187	283	373	1181	346	370	223	279
Trpm2	457	278	432	325	196	511	480	1146	589	498	288	393
Lrrc3	147	104	119	59	107	119	118	407	158	108	60	149
AABR07044583.1	0	0	0	0	0	0	0	0	0	0	0	0
Tspear	4	7	8	5	1	7	10	24	6	6	1	7
Ube2g2	1216	1024	838	863	660	1034	1291	3678	1440	1295	706	1267
Pttg1ip	4258	4440	4256	4436	3116	5239	7051	18546	6299	5342	3686	4670
Itgb2	4935	5744	5830	4682	3896	8670	11005	24272	7184	7228	6700	5439
Fam207a	471	382	302	395	208	373	552	1615	542	491	303	572
AABR07044593.1	0	0	0	1	0	2	0	5	4	5	0	2
Adarb1	2236	1667	1680	1481	1386	1969	2837	7850	2206	2130	1344	2516
Pofut2	953	946	794	848	704	1326	1389	4166	1462	1360	747	1290
Col18a1	1656	1078	1117	985	1265	2319	3117	6626	2668	3659	1837	4001
Slc19a1	184	201	196	189	154	205	340	797	290	242	135	299
Gna12	3888	4361	3747	3857	2379	4334	5904	14728	5207	4002	2588	4292
Brat1	475	424	380	373	245	525	618	1639	564	584	331	544
Cabin1	1463	1671	1433	1433	888	1598	1966	5921	1937	1294	1029	1584
Rsrc2	2009	1652	1485	1328	998	1986	2266	5552	2211	2062	1054	1578
Iqce	226	230	267	232	165	252	299	981	200	427	166	232
Gstt3	785	531	464	547	381	671	1302	4161	715	1249	492	879
Zcchc8	715	617	651	655	357	710	814	2418	845	785	418	628
Pcbp3	174	169	190	222	190	281	323	890	359	321	94	276
Clip1	2798	3268	3134	3044	2038	2932	3919	9683	3094	3152	2022	2632
Col6a1	6941	4597	4989	4366	4455	8464	9458	25232	10030	9864	5253	10004
Lfng	1263	1153	1062	1088	680	1295	1559	4380	1419	1316	899	1234
Grifin	3	2	0	7	2	3	5	16	3	6	1	1
Chst12	459	467	524	549	332	622	844	2009	622	548	438	622
Eif3b	2522	2571	2456	2336	1684	2993	3787	9807	3578	3297	1809	3316
Col6a2	6999	4672	4772	4230	4056	7429	8338	22692	8699	9475	4747	9212
Mlxip	2146	2001	1681	1547	1308	1791	2323	6295	2241	2159	1436	1674
Atxn2	1308	1381	1317	1299	862	1211	1677	4936	1572	1383	874	1189
Snx8	177	167	165	212	122	323	407	926	351	278	242	369
Cux2	20	24	26	26	13	23	12	81	18	22	16	17
Nudt1	86	76	65	64	88	125	171	435	171	99	66	96
Ftcd	21	10	21	13	7	26	9	76	18	20	4	26
Mad1l1	491	570	504	485	374	641	714	1905	565	529	347	402
Ppp1cc	3769	4590	3880	3985	2610	5131	6550	17774	5353	4941	3178	4916
Hvcn1	1075	1223	1133	1011	830	2269	2348	6036	2014	1823	1466	1643
Card6	1287	1325	1423	1193	920	1756	1911	5105	1266	1402	985	1117
Mcm3ap	1492	1591	1290	1350	923	1757	2225	5554	1916	1877	1142	1378
Psmg3	262	293	208	336	181	566	655	1084	715	492	238	325
Vps29	1193	1303	1017	1116	862	1511	1909	4531	1586	1477	1006	1247
Tmem184a	374	409	385	409	258	321	495	1503	506	437	306	300
Pcnt	1258	1290	1096	1294	749	1133	1635	4232	1352	1239	793	930
Mafk	23	17	20	31	16	19	17	85	13	21	5	18
Gpn3	361	308	361	348	258	425	464	1463	423	444	251	374
Anapc7	490	512	430	519	331	621	764	2360	706	679	417	625
Uncx	0	0	0	0	0	0	0	0	0	0	0	0
Atp2a2	3569	4069	3685	4154	2674	5371	6435	15813	4921	7156	3565	4757
Gper1	103	82	87	60	42	93	72	252	142	56	36	84
Gpr146	3750	2738	2551	2236	1473	1878	3007	6840	2942	2373	1182	1829
ENSRNOG00000001289	570	378	388	382	243	468	626	1455	646	528	366	520
Get4	1140	991	979	984	654	1157	1412	4094	1421	1243	699	1268
Ift81	547	538	432	527	313	615	718	2403	607	936	411	477
S100b	64	75	51	90	15	33	52	360	85	153	39	48
P2rx7	827	638	782	768	608	1111	1388	2705	1135	1093	592	915
Prmt2	1012	1147	771	996	583	892	1135	3364	1341	989	682	811
Slc5a4b	0	0	0	0	0	0	0	0	0	0	0	0
Sun1	2439	2740	2553	2602	1707	2807	3329	9348	2856	2608	1657	2272
P2rx4	906	928	750	1110	639	1312	1721	5041	1555	1290	916	1421
Adora2a	227	301	358	348	100	368	351	653	323	186	149	264
Specc1l	2419	2112	2053	2020	1544	3228	3670	10209	2864	2770	1539	2773
Bcr	952	1203	974	1112	779	1007	917	2491	1330	927	675	832
Camkk2	579	695	613	668	418	838	811	2802	1057	797	491	779
Rab36	65	52	54	79	59	75	71	357	94	189	65	77
Pdgfa	855	935	795	924	434	789	860	2849	1090	730	467	802
Gnaz	21	12	24	15	9	29	41	108	19	31	15	29
Fam20c	697	753	802	714	630	886	1058	3273	1343	1370	974	1362
Rsph14	83	70	76	103	53	96	106	427	100	213	60	73
Anapc5	4252	4169	3691	3935	2504	4858	6005	17188	6124	4802	3235	4999
Zfp68	1643	1552	1243	1352	790	1532	1738	5013	1663	1559	887	1245
Zfp157	328	306	321	301	128	357	344	974	315	310	179	325
Asmt	1	2	0	2	1	2	1	9	2	1	1	6
Il3ra	392	296	244	285	179	223	507	1046	456	371	223	322
Gjc3	41	35	40	35	24	42	47	177	49	92	34	22
Rnf34	360	314	276	282	201	410	515	1346	420	406	228	426
Azgp1	152	164	162	159	85	267	184	743	214	164	100	101
Zkscan1	984	1321	1256	1394	929	1493	1910	6032	1286	1285	929	884
Orai1	609	603	467	471	300	471	789	2030	938	626	390	726
Setd1b	1266	1173	1231	1182	650	1195	1642	3877	1106	1184	770	1038
Hpd	0	3	11	7	1	6	10	12	3	1	12	4
ENSRNOG00000001342	146	130	121	131	122	218	194	717	153	406	170	127
Mapkapk5	858	813	663	712	501	844	1045	2681	1191	901	517	827
Cops6	917	1075	911	1042	673	1302	1571	4519	1494	1227	807	1338
Adam1a	83	45	54	71	27	70	55	161	50	66	26	61
Erp29	2805	2416	2203	2223	1095	2237	2974	10224	3859	2360	1831	2694
Mcm7	822	887	763	800	656	1268	1360	4327	1169	1192	694	1077
Naa25	693	622	648	587	436	791	922	2267	902	967	440	805
Trafd1	2145	1884	1769	1948	1312	2476	2790	7823	3390	2430	1538	2664
Hectd4	1716	2086	1915	1784	1370	2025	2925	7223	2044	2043	1436	1629
Ap4m1	966	916	916	951	641	1192	1501	3599	1299	1217	721	1006
Taf6	1018	966	832	1009	639	1168	1400	4048	1152	1414	769	937
Stag3	2	4	3	2	2	2	4	9	2	0	5	1
Gpc2	84	59	36	54	26	64	68	211	105	73	44	34
Rph3a	0	0	0	0	0	0	0	0	0	0	0	0
Oas1a	345	309	421	364	346	419	465	1646	738	286	177	537
Rasal1	25	6	10	13	3	13	25	31	6	32	16	13
Gal3st4	87	54	36	60	31	119	128	187	87	87	57	50
Mettl7a	10066	11222	9416	11904	3990	6082	8664	28710	6248	5420	3840	4973
Iqcd	1417	1357	1264	1381	911	1660	2011	5503	1768	1782	1036	1608
Cyp3a62	0	0	0	0	0	0	0	0	0	0	0	0
Slc8b1	549	458	502	523	367	824	994	2338	843	757	609	717
Plbd2	1695	1626	1451	1484	1213	2282	2743	7391	2766	2480	1614	2256
Mepce	910	715	706	754	398	862	1040	2695	733	869	545	772
Sds	0	0	0	0	0	0	0	0	0	0	0	0
Irs3	205	233	211	245	109	123	198	736	122	125	104	238
Sdsl	14	13	7	10	12	13	48	54	29	22	16	34
Lhx5	0	0	0	0	0	0	0	0	0	0	0	0
Mospd3	466	477	384	441	283	547	671	2007	636	514	341	551
Rbm19	322	295	272	290	190	358	413	1166	369	414	295	432
Tbx5	250	215	224	250	162	314	486	1097	278	236	187	333
Lrch4	0	4	2	0	0	1	2	3	1	3	0	0
Agfg2	591	624	659	670	413	569	718	2356	677	695	438	669
Tfr2	19	3	4	6	17	16	28	28	8	7	17	15
Actl6b	0	0	0	0	0	1	0	0	0	3	0	1
Gnb2	5914	5790	5514	5410	3890	6513	8597	23000	8396	7055	4270	7010
Gigyf1	1075	853	830	937	444	650	1080	2712	877	875	565	745
Epo	0	0	0	0	0	0	0	0	0	0	0	0
Serpine1	1050	462	702	382	1630	2355	2821	4071	3352	3714	1451	6859
Ap1s1	859	1074	799	821	722	1341	1717	4400	1558	1330	927	1365
Vgf	2	0	2	0	0	6	0	3	6	2	1	3
Plod3	1479	1448	1259	1441	1171	1836	2615	6080	2425	2112	1428	1626
Znhit1	385	376	273	295	238	366	565	1346	545	456	296	460
Cldn15	350	375	325	418	196	588	588	1156	749	221	164	417
Fis1	2003	1783	1483	1466	1077	2000	2342	6561	2265	1864	1196	1919
Col26a1	4	7	3	7	0	1	11	22	5	5	2	3
Cux1	3094	4492	3789	3253	2545	4376	5714	16496	4428	4170	2880	3654
Sh2b2	204	204	185	162	140	306	372	743	474	327	233	282
Orai2	493	445	518	470	469	837	1030	2240	716	869	489	756
Alkbh4	127	92	97	99	66	101	137	347	165	108	96	126
Lrwd1	313	315	287	315	182	312	390	1137	452	378	270	354
Polr2j	581	495	426	423	304	648	701	1864	768	616	345	573
Rasa4	329	223	192	211	198	347	669	1204	416	443	357	371
Dtx2	427	300	341	390	182	389	432	1327	433	407	249	372
Zp3	0	0	0	0	0	0	0	0	2	0	0	0
Ssc4d	140	192	105	108	98	109	155	405	184	141	121	120
Ywhag	3242	3450	3038	2687	2062	4103	5031	13132	5195	4818	3025	4224
Srrm3	1	5	1	2	3	5	13	29	2	4	1	9
Mdh2	1910	2132	1903	2032	1392	2599	3135	8964	2862	2726	1602	2479
Tmem120a	387	355	282	351	283	613	770	1923	656	701	365	784
Por	5193	5487	5101	5014	3881	4066	6049	21295	4947	4680	3437	4741
Rhbdd2	369	339	386	344	239	449	581	1791	447	504	295	426
Ccl26	0	0	0	0	0	0	1	1	0	1	0	0
Hip1	2816	3035	3236	3447	2461	4741	6242	13611	5302	4318	2602	3858
Pom121	995	855	784	851	506	882	1190	3102	1161	1024	566	909
Nsun5	443	300	305	362	188	313	397	1039	417	382	190	403
Fkbp6	0	0	0	0	0	0	0	4	0	0	0	0
Fzd9	5	2	1	4	9	0	6	11	12	4	4	6
Baz1b	2207	2396	2240	2233	1476	3117	3923	10402	2728	2879	1841	2708
Eif4h	5738	5844	5417	5609	3686	6810	8521	23429	7918	6428	4211	6946
Kif13a	2327	2245	2509	2213	1722	2680	3530	9875	3007	2723	1790	2388
Nup153	2057	2231	1995	2107	1161	2445	2951	7623	2221	2485	1447	1910
Rfc2	338	295	275	278	226	473	550	1560	508	446	318	488
Ids	2274	2402	2213	1943	1728	3257	4578	11920	2707	3338	2024	1807
ENSRNOG00000001466	2	4	6	3	3	3	1	18	1	4	3	1
Eln	15720	15578	15098	11534	23066	26973	42508	108242	41237	38188	25113	40907
Limk1	789	506	562	359	487	512	640	1690	670	861	426	628
ENSRNOG00000001474	0	0	2	0	2	1	0	0	0	2	0	0
Cldn4	258	208	178	189	309	276	505	1007	233	722	185	330
Gtf2ird1	531	508	363	432	311	457	691	1931	687	611	340	426
Gtf2i	4106	4998	4450	4660	3093	4958	6482	18797	5096	5014	3266	4206
Ncf1	1716	1727	1374	1352	1349	3306	3601	7671	2383	1876	3152	2491
Gtf2ird2	178	159	138	158	100	223	242	666	225	218	144	168
Rcc1l	267	314	240	282	161	345	360	981	424	358	201	350
Psmb1	3177	3046	2762	2734	1974	4076	4524	12303	4451	3568	2341	3579
Tbp	384	381	360	395	185	394	544	1397	517	412	213	406
Pdcd2	384	365	368	421	212	540	516	1527	542	490	305	407
Slc8a2	367	279	311	311	188	358	461	1195	434	383	235	332
Napa	1523	1256	1275	1178	820	1594	1975	5224	1883	1591	946	1547
Mia	25	26	30	53	18	32	59	119	36	58	31	15
Rab4b	607	518	516	480	373	724	832	2304	788	739	438	789
Snrpa	270	239	243	269	238	355	441	1395	491	525	243	432
Tmem35a	15	14	10	13	10	19	15	54	19	5	3	5
AC120066.1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07029675.1	0	0	0	0	0	0	0	0	0	0	0	0
Cdca7	172	94	137	85	102	311	284	934	242	245	150	222
Map3k20	3246	2872	3010	2488	2114	4172	4835	13217	4634	4658	2165	3400
Rapgef4	1070	1270	1382	1478	953	1262	1622	4081	1168	1281	713	1009
Pdk1	253	290	260	285	291	379	482	1042	404	347	233	295
Itga6	2087	2284	2522	1934	1583	2839	3610	8565	2893	2376	1303	2276
Dlx2	0	0	0	0	0	0	0	0	0	0	0	0
Dlx1	0	1	0	0	0	1	0	0	5	0	0	0
Hat1	647	640	519	465	387	798	892	2502	852	840	450	649
Igsf11	96	122	90	93	76	121	158	389	147	133	48	94
Cd80	39	59	34	38	135	347	443	978	353	313	226	346
Gap43	1	2	0	0	1	13	1	12	7	9	2	11
Cyyr1	7579	8368	8026	10521	3242	10632	16097	25704	8985	4582	4747	5740
Agps	629	616	627	570	463	805	1222	3054	771	884	567	638
Nfe2l2	3014	2847	2721	2724	2019	3909	5377	13585	4694	4465	2440	3962
Atp5pf	1721	1640	1408	1507	1073	2112	2414	6170	2257	2029	1187	1703
RGD1563888	1073	1057	1197	1083	769	1606	1857	4316	1403	1435	764	1140
Btg3	1054	942	835	813	728	1177	1675	4347	1882	1430	795	1260
Cxadr	583	649	592	629	428	694	877	2162	785	770	542	477
Mtx2	480	497	437	458	330	695	781	2065	799	656	419	654
AABR07033579.1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap14	0	0	0	0	0	0	0	0	0	0	0	0
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cldn8	181	136	114	212	106	202	262	688	98	115	72	95
Hoxd1	0	0	0	0	0	0	0	0	0	0	0	0
Usp25	2437	2537	2494	2176	1593	2885	4065	9273	2828	2534	1603	2448
Grik1	0	0	1	0	0	2	1	3	0	0	0	0
Hoxd3	0	0	0	0	0	0	0	0	2	0	0	0
Hoxd4	0	0	0	0	1	1	0	0	0	5	1	1
Hoxd9	2	0	1	0	2	5	9	7	21	12	3	7
Hoxd10	0	0	0	0	0	0	2	0	1	0	0	0
Bach1	1396	1113	1208	977	638	1111	1501	3904	899	1167	751	755
Map3k7cl	81	43	40	37	39	145	81	220	160	151	35	91
Nrip1	1256	1344	1040	1132	708	1402	1730	4359	1439	1230	1037	967
Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0	1	0	0	0	0	0
Evx2	0	0	0	0	0	0	0	0	0	0	0	0
Cct8	3031	3159	2736	2656	1927	3864	4247	11072	4235	4096	2208	3497
Lnpk	330	305	361	265	219	450	528	1544	461	437	327	340
Atp5mc3	1813	1957	1680	1884	1281	2392	3069	8365	2977	2442	1507	2559
Atf2	1419	1297	1341	1216	773	1581	1939	5216	1455	1387	845	1171
Usp16	1500	1293	1231	1199	835	1357	1557	4624	1952	1724	864	1428
Rwdd2b	230	230	219	243	107	268	336	948	288	270	166	232
AABR07034008.1	0	0	0	0	0	0	0	0	0	0	0	0
Ltn1	1422	1256	1223	1148	841	1583	1762	4834	1581	1498	941	1152
N6amt1	176	223	171	138	103	289	307	853	252	273	133	225
Adamts1	2787	1592	1568	1433	1775	3593	4882	7085	4084	4569	1420	2437
Nxpe3	88	97	87	98	72	142	153	428	95	137	88	92
Cep97	141	118	95	123	97	172	193	601	112	208	88	111
Rpl24	7131	7146	6109	6569	4129	9684	9904	28544	9389	7895	4989	7766
